,airtel,asian,cipla,hcl,hdfc,hindu,icici,infy,itc,kotak,sbi,m&m,ongc,power,reliance,indus,sun,tata,tcs,techm,vedl,lt
2014-05-30,-0.5051629675605114,-1.1172626911157857,-3.3126648768499227,-1.3737158749437186,-0.3023904300070543,-0.15043142426408915,0.49704089982859173,-0.1356177978098526,-1.4340972611021678,-0.6482792948450872,2.223854763814601,-0.037909132396125735,-1.7870435900158252,-0.8921809267028397,-0.3498561075120505,-0.5406277995700707,-3.166648468354346,-1.5530305224699374,-1.9037806953496408,-1.1562241387735273,-0.46201799936689975,-0.8984685964533444
2014-06-02,-0.08221284697881327,-0.8565242762852386,-3.2721067976357947,-1.553419451568086,-0.006813549428316006,-0.20854141552831082,0.6922548117136,-0.010495284213031121,-1.5927482022454447,-0.5767900051864181,2.330102160379722,-0.0038260389948273437,-1.0548298709660153,-0.6053184167663621,-0.18390795616105235,-0.31090699451282894,-3.327255645119967,-1.467920148101843,-1.853025008443392,-1.2017837617778795,-0.4716171553813322,-0.3734562108709542
2014-06-03,-0.12016558276982262,-0.8588330404832648,-3.247397484579488,-1.703890286985972,-0.02676044778102535,-0.3657936254440067,0.6902637545288227,0.0336504311491908,-1.804138517892623,-0.6353995715177921,2.332967266409944,-0.05458054797830063,-0.37410028155823094,-0.513758175961709,-0.06915892259548906,-0.4623162004011809,-3.353749302523064,-1.4362589229156557,-1.8594932165393254,-1.1734366088932378,0.008132310465424869,-0.3338636924097397
2014-06-04,-0.18806096352239754,-0.8068390574012533,-3.3165846351751638,-1.9361665800093508,-0.05540745033220534,-0.26047122213940815,0.7790466292315557,-0.021377685034335164,-1.7351311590940561,-0.708121206947055,2.3774816886961934,0.016479215706694788,-0.5981409704495277,-0.43368630392951907,-0.13921432370306247,-0.24410423696659636,-3.4218949560277374,-1.3273020050663993,-2.0036366258951213,-1.2039745294811266,-0.03787487668369809,-0.181107289608443
2014-06-05,-0.13030417345410822,-0.8246211850715497,-3.3418138871821705,-1.8206541337777258,-0.13451505723455945,0.2180725708327032,0.7627964225819023,0.08904354112427171,-1.5061476976336536,-0.6713455471131239,2.3954734175629593,-0.10271195319700901,-0.31578038417342574,-0.15256797837927172,-0.12089029530006615,-0.30558388971047995,-3.2829622459351993,-1.2611044065626742,-1.8287198679140275,-1.1646114614910796,0.36967561216714584,-0.12857830146305452
2014-06-06,-0.06666579241122397,-0.9060484681560854,-3.217227443999233,-1.819877308170758,0.04535043750443018,0.3717817907487783,0.8353630096579133,0.04024072581034833,-1.1927812369670112,-0.5990321950253813,2.4344686666520907,0.20168849191535276,1.3583397066877398,-0.10696121266446071,-0.010651660206076028,-0.18907796852261133,-3.3351560711456525,-1.1213114411084717,-1.8409949288238365,-1.1262999126701847,0.2619598976710874,0.041829732869920096
2014-06-09,-0.04638708517495657,-0.5153905435747138,-3.1431927322866566,-1.5899248680009788,0.2791525670756257,0.27155247544754896,0.8667969120244627,0.021285425460274714,-1.2047813749524436,-0.5857775960643445,2.400702687831213,0.10072353924941614,0.9893613815007097,0.5554077459714759,0.04892080093465714,-0.13762371559697406,-3.1145793273861297,-0.9426512149072862,-1.7295632792017341,-1.0369617570820675,0.41931778537190306,0.40687032655897426
2014-06-10,0.07067052809780933,-0.41755872394967725,-2.997090989554564,-1.4587629168886862,0.18148072668483586,0.3357706627559365,0.8301969640030422,0.17778783577346585,-1.1658001175841008,-0.5505823349292167,2.357175949004321,0.0467249218228519,0.5520188841660819,0.2776451933944081,0.023649009745242887,-0.12604893713123913,-3.0818796724252158,-0.8774676438923071,-1.6337573426060548,-0.9180308477335197,0.1866777802400942,0.3777717504310818
2014-06-11,-0.09031070470112912,-0.32381420788335563,-2.8994326452671273,-1.4700672499961345,0.20126029297348988,0.10290056345682176,0.8007731892417237,0.42201910141828747,-1.371177962083837,-0.40393263026184323,2.3849385306402,-0.037242690470743814,0.0902003251983605,0.12433996918566073,-0.04221636768833776,-0.1083182666347783,-2.8707558639511572,-1.1625815736695266,-1.436806587906891,-0.8672984673557114,0.012660876087875113,0.25509534686812135
2014-06-12,-0.33630766158737335,-0.29371484723126995,-2.8218095336697626,-1.4447439982717434,0.22364989052168607,0.10688900701106957,0.7805759229576766,0.41268907395121485,-1.3612033606926428,-0.34792979279259767,2.3905733160320795,-0.07275297275545714,0.2200272560512158,0.39801911768668763,-0.0783374957418069,-0.26375551543733355,-2.4531445003352332,-1.0871193201195621,-1.191395006997392,-0.8932769139846348,-0.04102439973782394,0.2732692908010972
2014-06-13,-0.5363212708540688,-0.3722209811392623,-2.817449586386843,-1.3043384926277546,0.30839023482563777,0.24994725215493566,0.6899216828471839,0.4302715010127336,-1.3811144048536603,-0.43912510671667737,2.2895807414629763,-0.06740999835576673,-0.0029387014625482585,0.08387673066349588,-0.29816593451586987,-0.5150105619354824,-2.4095148889505005,-1.186805816965701,-1.31983916815934,-0.8349836100572061,-0.07928254372678903,0.03319744739388766
2014-06-16,-0.4178676355266952,-0.5867843040011536,-2.761354104851148,-1.3467080560711515,0.5029147152022674,0.1657401825316546,0.6363783373426004,0.5625401407013204,-1.3710714505200097,-0.3941051248445527,2.2605829477375314,-0.2525073859217134,0.17339301389648934,0.054879280484847075,-0.5300074753407851,-0.43431542472536044,-1.9814139763951981,-1.4736428429723851,-0.9658506886575002,-0.8156573479554897,-0.04128142362755508,-0.303716105723928
2014-06-17,-0.2577081732885676,-0.23875948703167635,-2.7378532556022903,-1.1192813716207148,0.6548086850063559,0.10251201241824535,0.7806923402950833,0.6035362922555785,-1.2660976220793354,-0.3342520192490984,2.337650375962253,-0.3937695272642464,1.010578393348983,0.25564920575540295,-0.3151976648184864,-0.08276103816345284,-1.7872732121551445,-1.2724480222181063,-0.8937585184837534,-0.7897716091319178,0.19665532507574707,-0.11458685888054092
2014-06-18,-0.24458848541528025,-0.26939414975150466,-2.6061023431622914,-1.159224501999542,0.5303293447721501,-0.17964112516105707,0.6891245962174968,0.6064623346457283,-1.2859403132978966,-0.2815064521044047,2.322808239418304,-0.5424866424542971,0.9269574541220897,0.29558196821151556,-0.5400907539439488,-0.1955750287016951,-2.0643021910499657,-1.4564982228749683,-1.1155986798341253,-0.8050453349294521,0.20503635204845283,-0.30762752485658756
2014-06-19,-0.2587379920605636,-0.17974530774350148,-2.5823024605897005,-1.0582034257700283,0.3942498656066385,-0.07876016201178113,0.6713689199580901,0.746105561518306,-1.0851566211751367,-0.43704266390813995,2.2885212380456217,-0.4463824164918049,0.17404282954895267,0.004266764395022296,-0.7165884864960382,-0.14191228693083208,-1.9392860160848717,-1.3638462896901002,-0.9045643586956701,-0.757928923357281,0.18996813862932224,-0.34772768475336036
2014-06-20,-0.2964138626042223,-0.13067755106842932,-2.435001815315615,-1.0880941905956372,0.3669216889220976,0.049190348892165045,0.6372105619613105,0.7852820097414493,-1.001278542536022,-0.3882113933015484,2.269207549142897,-0.5636395420453235,0.2305262431183737,0.14759484580327759,-0.6763432870897891,-0.0842348329660208,-1.9191383419429004,-1.2716055038066354,-0.7444191840351689,-0.782165598263304,0.1921783128673355,-0.31311066460508113
2014-06-23,-0.26517767770825235,0.0678680693799713,-2.5039040445407745,-1.1464940694914463,0.3419103379603803,0.03724159859681508,0.7022687880152072,0.6773521346339337,-1.896722561530449,-0.5586525733551796,2.2829414633827843,-0.5590751404738654,0.8974627809246277,0.1169066267428591,-0.609727901337325,-0.13334966367633141,-1.8932826814030999,-1.3349510388879513,-0.7798512693126282,-0.7810017410399922,0.25951398560325767,-0.305004795264093
2014-06-24,-0.31093686557059924,0.01592037173012931,-2.4669484771646517,-1.1964592048770826,0.4044800359300048,-0.05997622712574178,0.7947269483349428,0.6333991976940261,-2.0415094834193406,-0.6227897000582788,2.345249212102861,-0.5625621106577294,1.0276139670534403,-0.017176911269704193,-0.46399768834022626,-0.04864075458833353,-2.0748007886881834,-1.2642625537131027,-0.6360099713544708,-0.7968124075472831,0.5311048838575304,-0.3035485131439419
2014-06-25,-0.39412435963490466,0.01973517263129391,-2.4413561760903604,-1.1441675182558493,0.3991889211515047,0.09725969604559408,0.7549384871471044,0.6921637251025627,-2.1739905512573197,-0.5860821870034584,2.3806254397592244,-0.45616276632915537,0.8792444518401824,0.04021236359207259,-0.42298186148047795,-0.017193693940063787,-2.1003454637630994,-1.1717832615640873,-0.4905849862652539,-0.7251466936493755,0.45959637006284887,-0.38079916340134845
2014-06-26,-0.30834978570179555,-0.06023974942114706,-2.4773647397049516,-1.0791659441535368,0.1705951319454197,0.0017337170577002474,0.6847677859229959,0.6527121595606755,-2.193081963911916,-0.6746321631678717,2.3385288288338235,-0.5237625116016876,0.02191315139256784,-0.07280916500431085,-0.694402555773272,-0.22555877501037072,-2.0685817186698827,-1.170989817627118,-0.38834187028285383,-0.6671507289504485,0.5713621824885646,-0.2449003178344373
2014-06-27,-0.4701367227902171,-0.09642213334452525,-2.411402939926784,-0.835186045431288,0.20851453468602518,-0.050142616175787184,0.6315589487682163,0.7330258053639915,-1.9370496395711554,-0.6686209755960549,2.3254334289210545,-0.7300247704380867,0.009427978349228115,0.2737040572977185,-0.7218960246168903,-0.19866172151524308,-1.6728799650862811,-1.2294015850916447,-0.07430699530713573,-0.5004977834391137,0.44925267626939774,-0.29555261920848896
2014-06-30,-0.3433345152672696,-0.0032339370010101343,-2.36426446909461,-0.7381746915785413,0.3238249874962168,0.1193945760920828,0.7664453537212983,0.8059772268038933,-1.6238039414275187,-0.6114802537101396,2.3750608640274518,-0.7627364882360119,0.548950228131016,0.37320029036494706,-0.7875389491204978,-0.17380711301122476,-1.2144647186568884,-1.205621292151902,0.0810436625208619,-0.43397532091111773,0.6688190351968777,-0.14206303876997353
2014-07-01,-0.37212712352675387,-0.05105771343307961,-2.3470293306356766,-0.7414559043946825,0.2981937522910785,0.10553558232205996,0.8547332310113868,0.7604563840022779,-1.5944718760298797,-0.5773102720346585,2.3696498775292563,-0.45535229911009173,0.5179270412242,0.4190841358273626,-0.8038112957595803,-0.11282009476165963,-1.1888166657651764,-0.8294877619129614,-0.00210896158827583,-0.505852809980126,0.851977362989663,0.07078922031275148
2014-07-02,-0.32606311938231824,-0.10092514164450626,-2.263109760984414,-0.8144104094934679,0.48600507342191446,0.16780969161204828,0.9231701355170419,0.7591351773748423,-1.4429602596982036,-0.5233627920614048,2.3956930679090807,-0.29632208954981043,0.6649883027512561,0.1835029463645009,-0.7493800987902062,0.035420001836403356,-1.0172389244040994,-0.7411573426535278,0.06571658746332222,-0.507729165788422,1.1622552571171365,0.20058208992791865
2014-07-03,-0.3864024428691696,-0.21969282984565705,-2.200720590641887,-0.8773125490390384,0.38120289001062946,0.02334012992574367,0.9552601884455615,0.7381803295432741,-1.5085590684075922,-0.5697449128278972,2.3888767363838417,-0.3220261319310695,0.3681044463815536,0.13939456977597295,-0.8585422734114325,-0.09014327319288434,-0.9963173391551168,-0.7112098401927939,0.12784086284311777,-0.47049902297252755,1.1973131192772815,0.1874692850879831
2014-07-04,-0.3365956081045377,-0.1641662162931373,-2.181392218916828,-0.8223593683055027,0.3271513144237993,0.07783174423626596,0.9946196116895081,0.802176895116901,-1.3737482540021553,-0.6114916824308492,2.3887805092606493,-0.3331184255711864,0.47296560164465834,0.5643945847295812,-0.7903360757045482,-0.21088889358942914,-0.8944549955243444,-0.6323358088655455,0.11278678536941668,-0.4675183616661661,1.0756313219762135,0.04620079926462361
2014-07-07,-0.15960705665131783,-0.015222513123072455,-2.135738529342803,-0.6956830583713742,-0.057500442952448265,0.17854372150588382,0.9550901075536332,0.9757762831395428,-1.335734964756234,-0.6707473780658363,2.3731827928379103,-0.34199285402882146,0.2733909983667821,0.6392291350740456,-0.8165719865181527,-0.4100365205283675,-0.6979765004761282,-0.5495052150393502,0.3834782889145115,-0.415314519748987,1.1825923214021286,-0.055332480940839895
2014-07-08,-0.21681276400464664,-0.2577841008268341,-2.234816968455275,-0.8438869513235114,-0.23595973082478608,-0.12272708538135273,0.810993507342003,0.9816756431210415,-1.4462709136963037,-0.6563524941023432,2.2615872352041926,-0.6331125923535507,-0.37772474193535743,-0.1322461474860719,-1.0099364461027807,-0.6054370827529565,-0.6701738194279198,-0.6603250001722241,0.2608874882471918,-0.48613842062263324,0.8224197688117539,-0.4367529323506659
2014-07-09,-0.2349860948902171,-0.26999693797172203,-2.388020439163317,-0.7709388021048578,-0.2673872577428576,-0.1800335931296237,0.7901034142713256,0.9591301668214325,-1.4706658842800024,-0.671623857585511,2.2717712120957683,-0.9910288963520567,-0.06836606367000123,-0.11293871287517307,-0.9696135037953222,-0.7422228469458849,-0.7126773445653561,-0.8768096417647151,0.04126945601713464,-0.5395872190345709,0.8010270313560458,-0.5253497428719539
2014-07-10,-0.3606321335842706,-0.3303815670585817,-2.3797459150558455,-0.768241667327082,-0.44091648656938953,-0.10063888471680782,0.7625963302725031,0.9239904279933187,-1.2524597321457538,-0.6787576045815732,2.2387727690654495,-0.9521914921855666,0.029992083275608695,-0.02278633750076134,-0.9680556078111195,-0.8779380212204235,-0.6340651363577772,-0.918556680262507,-0.10613244303673781,-0.6219277584275038,0.8518332708962524,-0.5340306051573498
2014-07-11,-0.3210589349011037,-0.5884165182346129,-2.325420259093581,-0.6007781730218517,-0.338072405357627,0.13203713785682264,0.6529826405314868,1.0097651868247968,-0.8540607171231727,-0.6551950260946335,2.1120505885951872,-0.8675805485953058,-0.3079988685480237,-0.2830292096863936,-1.0531705040779729,-0.7179027305406918,-0.6278269639295359,-1.0186866355589985,0.18504141407002025,-0.5405818138223882,0.7076405640201475,-0.8637051778304746
2014-07-14,-0.37940662515109824,-0.5646595830621572,-2.3646607109136335,-0.8491623688966862,-0.28509039863679875,-0.24659686990046634,0.6150671322484556,0.8245871408203318,-0.494259722988784,-0.6761008948156816,2.099106158169666,-0.8808906108628373,-0.018896066945766204,-0.19857420232671108,-1.0426132604802967,-0.7705391823033021,-0.8354048027127866,-0.8458210281768127,0.33915203450180165,-0.5614364786073356,0.6429153704679023,-0.7561870184375857
2014-07-15,-0.21692730880953284,-0.5379831453477615,-2.348879031166918,-0.8327187274384712,-0.06361637393879603,-0.19990060856250597,0.822259879472765,0.8299990752852422,-0.6284508700409344,-0.6413825495742416,2.2104453315903507,-0.6736825467207402,0.364734972687739,0.010338133401292986,-0.9033268064506714,-0.6866754194716324,-0.7295587559373495,-0.6951573750701904,0.172196483897356,-0.4902081075793696,0.7170343634462588,-0.49318941966291996
2014-07-16,-0.09187629866992393,-0.49028628933141905,-2.2397989544156838,-0.7893532334066959,0.03431617114082907,-0.1667391211018784,1.0893783332716844,0.8482447069274874,-0.5762962271793048,-0.5669031921299866,2.2679725663391377,-0.5642837394581022,0.49094536411115774,-0.09285021585588138,-0.754897652816504,-0.5540998153533766,-0.5817653088326646,-0.46473114549210404,0.002918192167357984,-0.44902314138432853,1.018857822334806,-0.2910053185624644
2014-07-17,-0.09728967014857574,-0.6875356965836354,-2.2252134079638974,-0.7577732714028313,-0.027543197558245917,-0.213771168864458,1.0165139292414076,0.8516453903422183,-0.7122453533815887,-0.43360637881058106,2.2941478311209647,-0.6934440953160881,0.3968712008367489,0.09117065419845839,-0.8433253702706673,-0.5042272824304802,-0.6123960152411242,-0.2626740797105704,-0.09995081920032703,-0.4035319538299012,1.2528019011417229,-0.29665104350965504
2014-07-18,-0.0567196940076781,-0.7592464945325382,-2.1911906954695053,-0.6096089778679694,0.08285949687253184,-0.29294830458571186,1.1554864319670972,0.8821500760046042,-0.6425109190186555,-0.32637053981063735,2.257772466335457,-0.5694335393123104,0.47581747324453844,0.1411605552407597,-0.8042429039068199,-0.3044721609334712,-0.6258932764446797,-0.026902935214292895,0.16913548694616676,-0.3427687021520691,1.2886616071649803,-0.1343644657342273
2014-07-21,-0.06862780821900158,-0.8274710530283024,-2.2268222519466843,-0.5895685240439359,-0.035532695125359115,-0.3427994931219579,1.167008590713373,0.7616915361735627,-0.3513524962430667,-0.30942752684720193,2.2168822062739255,-0.6477906300849166,0.35498981290959936,0.08607755644110668,-0.6897984391107607,-0.19701116876357236,-0.7202441533314817,-0.0042484898569998715,0.2355501450452195,-0.37281081116263426,1.2254856014402693,-0.1508114716255459
2014-07-22,0.3274326151710351,-0.7202335087536221,-2.2137113766554797,-0.516262087231011,0.08242794360204941,-0.3720101514952632,1.1898075931540928,0.8224371385777257,-0.2693935923329556,-0.2950597089746224,2.219480986867462,-0.7495563387387374,0.36329447774234697,0.013762004482762468,-0.5988811879637211,-0.21240036972852128,-0.6943655095562792,0.09117902784796944,0.5112226627278933,-0.2914920329258256,1.2585748983767757,-0.3319264374219807
2014-07-23,-0.08014616460386213,-0.6147476660041028,-2.2544264996361103,-0.436254073382609,-0.09222492221266317,-0.6407863074974048,1.2788697019315889,1.0358462730764528,-0.22171528185038028,-0.4156321138628937,2.2368997695643698,-0.5483519102293561,0.07197838810105442,-0.16960777894269644,-0.6633898300938919,-0.37258685715524725,-0.7975785132732063,0.008990911348442324,0.7135176766716081,-0.2589937875425188,1.19169638101125,-0.3211705865007811
2014-07-24,-0.02307925738586076,-0.5256110374894336,-2.3172700885729425,-0.26011309240458375,-0.06184533241659124,-0.4598696014250881,1.286570781409499,1.09381443355418,-0.19337474201923094,-0.4221748801280648,2.250639103463199,-0.5949508124115304,0.17396728883977186,-0.24958224341601704,-0.7010798867174076,-0.47174971923394166,-0.9524872568325166,0.036167977021127264,0.6512313605867837,-0.20306168638953184,1.141479166029395,-0.3055786721462425
2014-07-25,0.02810605885754684,-0.15036315986488547,-2.278143314117014,-0.23937937199067225,-0.12339684365109861,-0.1361610309468861,1.1955761792971908,1.0462398008272553,-0.07449827595638936,-0.4263484669096478,2.1955165310368794,-0.5112367717390595,0.06157964975762428,-0.1916962826198093,-0.7280425091382605,-0.3361857417063941,-0.52515426765274,-0.34903570060968214,0.722185921794864,-0.19755243301446973,1.0394267880761163,-0.32081666217922583
2014-07-28,0.0017415946248077164,-0.22289667143845052,-2.3529040332246463,-0.10599770396317967,-0.2112861268191667,0.1947838042097168,1.08989184539723,1.0814902923625451,-0.29747877717408255,-0.48014829273221993,2.180890923428478,-0.6725343503846638,-0.29220621171679206,-0.48222469933493334,-0.7912447799021175,-0.4264082048441288,-0.233366952137237,-0.4912399054560935,0.582475663582318,-0.1576068066741849,0.9236955949460605,-0.41490039767748427
2014-07-29,-0.130491507150619,-0.23879183369842996,-2.338253788536281,-0.08504076792742014,-0.19042410750626682,0.08246479488359733,1.096882751386386,1.1033803304930705,-0.28401108269928405,-0.43042527590238444,2.1791689383411157,-0.5820029124610548,-0.2560630913123129,-0.4683113435798575,-0.8082459419976911,-0.45052174052149613,-0.2836577322644814,-0.517089424006503,0.5362029461021128,-0.1463025596079561,0.9807482783874197,-0.38735713782732234
2014-07-30,0.1666315322192947,-0.20826690554160335,-2.254227812741993,-0.19638220612653826,-0.10779134838417745,0.05067769012762395,1.2300624702869278,1.097543836288983,-0.20286119094447821,-0.27923957249282444,2.1581553987916067,-0.514283694510855,-0.18025187101972184,-0.4620569003397548,-0.8369497595870778,-0.2838026232464705,-0.4240468018313099,-0.6572378923459175,0.4630075473939478,-0.1811149389602645,0.948940682449195,-1.0159467842951249
2014-07-31,0.153099630112941,-0.3847347076081459,-2.1486714376389693,-0.36353160481076513,-0.15740017307894183,0.06727740198312092,1.1876589369533113,1.0908932642788693,-0.2887193184520272,-0.3380867806934752,2.1306517203899302,-0.5777720162770023,-0.20150089513421077,-0.5611125041805397,-0.7637429522511717,-0.25599254788209413,-0.4453879676468217,-0.6723975810599466,0.21275592743364213,-0.1829296453377463,1.028825521008922,-1.0484916126041708
2014-08-01,0.2860728122828299,-0.27129590726029024,-2.347830019419291,-0.5301032813367583,-0.39145120678142936,0.043949530900478116,1.2168307421100522,1.05038663292407,-0.6637650161559684,-0.43762207132964864,2.1262979073428316,-0.6874811758977699,-0.480170567458797,-0.7137804956261374,-0.8889936776645194,-0.27823255120228446,-0.7089606001523631,-0.8265250576469368,0.006953126284992663,-0.21338573098928026,0.8489174594380544,-1.219589658278317
2014-08-04,0.2938545271228514,-0.14533440684934795,-2.415982536570967,-0.38350559751993263,-0.5190320824872663,0.04659295825668983,1.2812691910374983,1.2832779062725321,-0.84020577399985,-0.40170181239662467,2.158055979282909,-0.517683292582561,-0.31126418290818625,-0.4602823507375833,-0.882447717754968,-0.2757795213046283,-0.8454139255455403,-0.8636140599650736,-0.06187288908530044,-0.12143643886945815,1.0728970062245082,-1.1663297451538552
2014-08-05,0.21875927822996283,-0.0214165582177655,-2.2209857288381025,-0.4095312945825018,-0.39430993643726064,0.13146013691771388,1.2689132663763323,1.3844801227640136,-0.7037262431205821,-0.38875229367403674,2.174304152469975,-0.3768107077957269,0.17161099224621232,-0.36762136866347656,-0.8538373761331208,-0.30250006668300444,-0.553826525043774,-0.6836172871443805,-0.0352553600239145,-0.07355080717125739,1.198142909255867,-1.1455923586185819
2014-08-06,0.1292273969448889,0.11680685286931394,-2.197335015603922,-0.3297182922571696,-0.47259022168505915,0.08808533309098532,1.1362399432893193,1.531174922533363,-1.0796976345042217,-0.403408866325424,2.1300713860386256,-0.24100750522520567,-0.08570369646907093,-0.18496816453842643,-0.7860962802038362,-0.48472379770701957,-0.656308364254812,-1.0039867801266324,-0.10555948338319729,-0.036631018237073494,1.1425828271607095,-1.0284964081740742
2014-08-07,-0.012169422934328145,-0.14756913657679574,-2.09354337160945,-0.5008677954673427,-0.7878033446047259,-0.0615374456728226,1.120342530525767,1.36066669953157,-1.0979202688363965,-0.43022035980565126,2.1376064200580194,-0.27965069068664483,-0.007105539323311737,-0.11528392000923812,-0.8156335080668761,-0.7651741537429934,-0.66278382947285,-1.1290613049442193,-0.4369608250826906,-0.019990527565113488,0.9747132252941287,-1.2209085174631173
2014-08-08,0.13249295458714663,-0.39822346407580145,-2.01845892669329,-0.40164332862545143,-1.0502358353869614,0.001335725437528188,1.0925158946804883,1.3079124368248018,-1.1715192463976696,-0.49030337385973677,2.118516553746872,-0.4219180126286071,-0.23319214940327118,-0.428545301228728,-0.9442775996431476,-0.9642596759815972,-0.4828592270306331,-1.4062603312795454,-0.25672564430880557,-0.05562556130244145,0.4359753740724754,-1.4896095274130503
2014-08-11,0.3381246128293587,-0.5437019978978327,-2.05186951283765,-0.48568418103411576,-1.010413384387952,-0.27977488769423403,1.1438544210401111,1.5235405961746942,-1.278459769651361,-0.36948840154705903,2.1211695635818564,0.05797609000620641,-0.16389794231635843,-0.682385497974139,-0.9421601823672584,-0.8466132830382676,0.04036675826523541,-0.9791445512936229,-0.18834105267086004,-0.047017116201841506,0.6543187638020777,-1.3010973417933807
2014-08-12,0.26197459437967513,-0.732973069848928,-1.96865710272636,-0.4689702890473099,-0.7762886062896156,-0.1646549955670157,1.2241772316061148,1.5301901940250022,-1.2201502527928276,-0.29461490965525045,2.1355508164607166,0.040176138580610726,0.1341208407211686,-0.3943576342851712,-0.9521111285693631,-0.7035403795332581,0.23864809312326013,-0.5031022424411855,-0.0830037613082584,-0.04241445841229742,0.6924732536786344,-1.1409970288445648
